"volatility_dow","volatility_snp","volatility_nik","volatility_hsg","volatility_ihsg"
0.03465788304599,0.0357076959612622,0.0396688884998214,0.0387999821736705,0.0393681237247857
0.03465788304599,0.0363573358014362,0.0396688884998214,0.0387999821736705,0.0393681237247857
0.0336089216679617,0.0357263594728679,0.0396679120292679,0.0377527635506441,0.0393681237247857
0.0384594239478948,0.0378764049471287,0.0396666716705714,0.0369171821518353,0.0450832167401124
0.037570133676008,0.0372899323388178,0.0396649767238475,0.0360640299393834,0.0426785368318
0.0378677040970361,0.0367425562667499,0.0396631896354932,0.0353953916664918,0.0485348738361561
0.0381337916810838,0.0363892439661045,0.0396620093752899,0.0385928644412959,0.0454736020423563
0.0376663417600241,0.0365493531840417,0.0396619210199306,0.0392120315504822,0.0502874052978046
0.0363482483328954,0.0377216896464599,0.0396613753925867,0.038695129015901,0.0464719109333206
0.035149236700631,0.0378135022264007,0.0396595742542691,0.0383910364367189,0.0428938809887087
0.0342673230500955,0.0373032203404318,0.039657767761937,0.0377077802056875,0.041843243812474
0.0390925429899119,0.0392439738347575,0.0396560216979366,0.0381698223048351,0.0411383303589923
0.0382548447950975,0.0398839496330674,0.0396547211261237,0.0387394410866619,0.0441744034506022
0.0368403035330838,0.0388370128429643,0.039652926024216,0.0410964189900074,0.0422018677689574
0.038118868793805,0.0404211205479554,0.0396526981989144,0.0433144386102667,0.0419558150651413
0.0396084160813327,0.0435656418988003,0.0396525047612763,0.0487149877448981,0.047711219732052
0.0385756651135388,0.0421817029997776,0.0396576796508705,0.0473128269381139,0.0460061942700677
0.0377663691939293,0.0410968459511798,0.0396559344183655,0.0467710383234675,0.0426555246647224
0.0363927716906367,0.0402477852226251,0.0396543472362364,0.045364552507826,0.0443090398404598
0.0351699154949249,0.0390744315915188,0.0396545186568433,0.0481414513560582,0.0466590842524077
0.0343074375774386,0.0386751077421378,0.0396530480960057,0.0471552529445046,0.0436159930641129
0.0334560943319337,0.0376384476758849,0.0396521742651722,0.0460238175885695,0.0474147299651101
0.0350201348928058,0.0393802647236439,0.0396512925471668,0.0510388741974351,0.0437058824691152
0.0340235454540323,0.0383942065421928,0.0396518540117561,0.0495843334292777,0.0428825009587898
0.0386364777586518,0.0374819926824898,0.0396503007150912,0.0483324998657843,0.0406830119916547
0.0405272012226856,0.0365119583793388,0.0396487431244945,0.0467827192624206,0.0391595534970417
0.0410713254710147,0.0360933653991835,0.039647101483321,0.0460499456216482,0.0390549705786004
0.0394652522644109,0.0366726363168116,0.0396477037344906,0.046578304142987,0.0381191714114532
0.0380463214966148,0.0359278223895885,0.0396459816887174,0.0452360515476226,0.0392466538886222
0.0366432422762761,0.0356232598330326,0.0396442845434857,0.0444868089232802,0.0440843864445336
0.0355267884913142,0.0348962073559828,0.0396441492300055,0.0438204015558186,0.0424541362583118
0.0361953682393296,0.0347256212246861,0.0396428314420414,0.043558675988132,0.0418413987797126
0.0360543395384274,0.034563996296725,0.0396412060729165,0.0426934762661604,0.0400597734024548
0.0350649446637337,0.0348303011528148,0.0396399255007187,0.0413969115807471,0.0381067661758968
0.0339792315775718,0.0342587074434483,0.0396387844144623,0.040169174360293,0.0377891583174464
0.0359009629889469,0.0344623678199824,0.0396376377125699,0.039397849889001,0.0365224001956917
0.0356996610062809,0.0339673210308556,0.039635883485811,0.0387292677876412,0.0360848845349025
0.0367917653460835,0.0341233674948889,0.0396341355108765,0.0415444828311321,0.0501851051452965
0.0403115037304896,0.0345637613139877,0.0396323929413646,0.0416624125849373,0.0533741500491538
0.038684160389341,0.0354893036857649,0.039631194873145,0.0410740566000816,0.0506103492141296
0.0372844442671012,0.0352553361507282,0.0396295004268931,0.043279521959045,0.0478741836960028
0.037971218143434,0.0346703382266942,0.0396287477954006,0.0425963884522276,0.0450600938341613
0.0374385360085474,0.0339436549050832,0.0396272808955642,0.0421847533189535,0.0419603152454649
0.0405691949848715,0.0348625420913002,0.0396262266251294,0.0409301881354737,0.0406177004011997
0.0389207855452919,0.0346578088106826,0.0396244988103722,0.0414728766378074,0.0388588115910581
0.0397908527486162,0.0376959352078553,0.0396236734928271,0.0419082104678583,0.0371987706429857
0.0390155094278988,0.0372158141270374,0.0396219844898506,0.040895339022591,0.0377414962453601
0.0378761953538632,0.0369676964229629,0.0396209636632076,0.0406151208096633,0.0366177658684394
0.0390287514298006,0.036148035060754,0.0396197547052942,0.0425425934251686,0.0382374675067861
0.0376037938241775,0.0370574351055609,0.0396183311067367,0.0424315892149494,0.0369015916290866
0.0363652584897207,0.0377018317326734,0.0396166600649704,0.0411281165079589,0.0366341390590407
0.0375650941725921,0.0367867943130739,0.0396169842543198,0.0400084478322098,0.0370631396245722
0.0363334744919792,0.0360074656755552,0.0396152793006809,0.0388750509701089,0.0455290314570979
0.0353778188913082,0.0351917540097985,0.039615405633224,0.0378318446044093,0.0446950816086135
0.0342537053836883,0.0344114795195199,0.0396138896472184,0.0378186323051313,0.041547669414745
0.0336427391788857,0.0337190858592353,0.0396127481963636,0.0381267246653476,0.0392417373785167
0.0327205474936561,0.0330487422189858,0.0396111759503636,0.0443192525797041,0.0375025301178698
0.0330740983415088,0.0328984850634589,0.0396098626043853,0.042996629029256,0.0506836632944025
0.0339274774390262,0.0323516271221745,0.0396098504502798,0.042230254061914,0.0525667125039976
0.0330183471947106,0.0320060432682317,0.0396082405324306,0.0410972854828758,0.0475863993964943
0.0323134411264298,0.0319128531305321,0.0396072182074901,0.0398909110153303,0.045031570957479
0.0316165828958994,0.0314976571774913,0.0396083291309576,0.0429298114247109,0.0418040360979424
0.0332780749993618,0.0334342864587969,0.0396068547547228,0.0417503451432994,0.0468655089193818
0.0332979599436695,0.0333976253736819,0.0396071744246257,0.0405209623485114,0.0493407965138997
0.0333655507588006,0.0327599027682586,0.0396133721357403,0.0400055752916852,0.0458511225424039
0.0326482564775432,0.0329800153985379,0.0396135331953704,0.0389073296650494,0.0432175114665057
0.0323768867433552,0.032789357372321,0.0396126887427705,0.038687816322875,0.0418255436156435
0.0328960059349733,0.0335702645399777,0.0396112241382665,0.0401302978947558,0.0427956532194801
0.0338873151591383,0.0341002008926353,0.0396097633851495,0.0389998427727735,0.0429797266539731
0.0329990137506703,0.0334406352768793,0.0396081728736212,0.039744150289848,0.041318954011985
0.0321545242234388,0.0329684609203741,0.0396070708962728,0.0388255803700544,0.0410316028255835
0.0325898953563576,0.0324674476666602,0.0396060365461588,0.03781142332164,0.0388139740349727
0.0339104845411052,0.0343252631009944,0.0396043655440271,0.0372338955066161,0.0377502530817388
0.0337678567883676,0.0338600841384892,0.0396028089910202,0.0402229180275522,0.0370394872204723
0.0341310175563435,0.0336981865986609,0.039601233966745,0.039695338397338,0.0370026649962172
0.0332110053586349,0.0332714240270307,0.0396006041728449,0.0391222861325968,0.0358505968851282
0.0328337819826988,0.0338012647490902,0.0395994825584914,0.0399659544578865,0.0370505388400124
0.0319925895589447,0.0335772112597544,0.0395979627323667,0.0388854717173992,0.0365261617515873
0.0316196344037375,0.0329252396133733,0.0395966082252453,0.0385235358249317,0.036624892875345
