"volatility_dow","volatility_snp","volatility_nik","volatility_hsg","volatility_ihsg"
0.0046350217913496,0.0048514582399699,0.00634511464648419,0.00697112175768855,0.00597069642577628
0.00447064510072967,0.00445435063151623,0.00670726658724325,0.00697112175768855,0.00557607936824828
0.0042425690436817,0.00411590825670339,0.00694688205671414,0.00663491176677598,0.00536303093294096
0.00625154453473009,0.00528755034033559,0.00620992314658235,0.00654818550382649,0.00805379348676433
0.00577423746007219,0.00491504918310213,0.00599920383256269,0.00629853491558173,0.00783846338812208
0.00529815115547405,0.0047409859508212,0.00581113381773874,0.00617072409927076,0.00704017009376751
0.00566178525064588,0.00477639027528924,0.00542202080049395,0.00787391259258345,0.00637066974968233
0.00576370627712063,0.005245065005093,0.00511986753901624,0.00826759953284342,0.00845279285334276
0.00552528130737838,0.00480857622854742,0.00492088774769569,0.0081839364145864,0.00805319927515585
0.00511535979082371,0.00500537944706802,0.00488257760835388,0.00827074391252709,0.00743468634116016
0.00502604736992147,0.00460453061397533,0.00497209066716172,0.00816743683225473,0.00734623266252372
0.00691398578153556,0.00577790687866207,0.00516948201941849,0.00759494975319222,0.00663823678678627
0.00680616147444021,0.00650531911448714,0.00556158467531225,0.00831598565279381,0.0059964967721376
0.00633914060963934,0.00595905012731441,0.00538988688314808,0.00970189509866495,0.00596210374337302
0.00578452582264999,0.00543707438042245,0.00509884513572253,0.00898079565718184,0.00542584843042885
0.00686019372247989,0.00766191731719881,0.00491313467833334,0.0129783241306314,0.00842550324401559
0.00650920866916132,0.00700240183781871,0.0103538945015216,0.012274452921401,0.00754949857546096
0.0059658495959354,0.00667630601290565,0.0088086546968432,0.0113430728529776,0.0069039675633451
0.0056950379683812,0.00651647766066771,0.0077897793618911,0.0109690519585229,0.0074517403920767
0.00534651784811751,0.00604453840957504,0.00845105340938233,0.0101427762995891,0.0089459968118547
0.00527629665796457,0.00623406590500794,0.00790507283756017,0.0102248683230918,0.00860445426457201
0.00525390914185054,0.00592420357922991,0.00800514799276426,0.00953269668648149,0.0106803495569475
0.00592284965995068,0.00717843452062822,0.00794319251252499,0.0126758493801819,0.00966869635003458
0.00567046903094215,0.00657142414600706,0.00688477537941024,0.0117254901606596,0.0095451120177324
0.00519700999869326,0.00628292862633277,0.00665883123550647,0.0108636429708762,0.00889240911595555
0.00478078511410249,0.00594426308124251,0.00647887551415859,0.0101403689760346,0.00844234228445651
0.00441000077903043,0.00543816205140826,0.0063359430317281,0.00939399583581704,0.00761224893272024
0.00411488947689326,0.00497536501835339,0.00574603997840273,0.00996655361645054,0.00686753030010546
0.00396232630516336,0.00488499659057604,0.00548457223393269,0.0095593129299994,0.00621378385883473
0.00381204580562244,0.00511616703333921,0.00562440085324922,0.00887358991254382,0.00563043306281103
0.0038238062965402,0.00518152794944519,0.00726739024803464,0.00894496663381286,0.00587109741401111
0.00421373157235,0.00528081529646021,0.0064860835867066,0.00909453909383343,0.00535629009060321
0.00446090256671634,0.00488582673834358,0.00623103541779451,0.00898338165083775,0.00537767458422312
0.00418356209036095,0.00449770986975341,0.00570371505753652,0.00858176346962588,0.00510609204962906
0.00401637874515095,0.00419732720835161,0.00615540228983264,0.00822819941468001,0.00560840694695645
0.00375103761258107,0.00389225068191963,0.00566243386079219,0.00818127312406555,0.0052930051081885
0.00354697636268141,0.00403566266082332,0.00552981890887949,0.00819774939105554,0.00552250411710133
0.00438565733324523,0.00463794819319505,0.00545331013717803,0.0101525463820415,0.0119402893662134
0.00407950430773122,0.00432314436722489,0.00546751289808222,0.00942874828106526,0.0106316570696021
0.00391193327438842,0.004008608015876,0.00520984494900039,0.00876466255877847,0.0104285571270471
0.00383049434199965,0.0042695360269724,0.00525023262208795,0.00812000538252467,0.0100451423197884
0.00444059168990507,0.00438158547888259,0.00634367282285324,0.00839444916214923,0.00902088856546188
0.0041145955238562,0.00414415994248022,0.0058601245421463,0.00779058211915861,0.00813460417203448
0.0054763093029246,0.00383808739879898,0.00642783042804497,0.00744222619112197,0.00793761358807516
0.00513726236223971,0.00397958528204654,0.00598571907958553,0.00798231401581248,0.00746737946827133
0.00576863337987066,0.00591802807496725,0.00552794087909731,0.00859528275288729,0.00690007352979183
0.00532791886338442,0.00549879272605132,0.00553927619943215,0.00830813672805721,0.00623120817680735
0.00490561788643605,0.00502533652121702,0.00524370298353913,0.00863593755417176,0.00570315262366645
0.0045187807211526,0.00486437172643098,0.00567560379556728,0.00801789292571005,0.0052103213607154
0.00430966498037375,0.00536569579113919,0.00536589723563583,0.00842653077749539,0.00516352974483304
0.00405174024360951,0.00589619282672683,0.00544164113495756,0.00807666102891009,0.00479771248067414
0.00378603992432485,0.00556594028013798,0.0073866297663842,0.0076705151789767,0.00446625614027264
0.00366556910431426,0.00511745387839725,0.00666948596128795,0.00728883648253228,0.00413696119766183
0.00366657454971275,0.00494587534204818,0.00598146635764152,0.0069329140296647,0.00386813873320898
