"volatility_dow","volatility_snp","volatility_nik","volatility_hsg","volatility_ihsg"
0.0160503725252431,0.0164908643212583,0.0196324868095093,0.019659402535857,0.0191623566337696
0.0160503725252431,0.0167320357004319,0.0196324868095093,0.0252468684336164,0.0191623566337696
0.0152280271059161,0.0162298963020407,0.0200051155023987,0.0239022233267124,0.018429551318449
0.0200930871357976,0.0183805185409525,0.0193842062469246,0.0227132636503873,0.020211823542716
0.0191838088802786,0.0178569005665357,0.0184410787777952,0.021570077182276,0.0193690935699798
0.0190722863699718,0.0173010497312211,0.0177969762460272,0.0206044613768212,0.0224378501022289
0.0191253937391436,0.0169402370309107,0.0182998899169902,0.0232144486356987,0.0227038214480743
0.0185864705974048,0.0170895894441801,0.0196617077040096,0.0231416079492518,0.0237830065101971
0.0174666104589032,0.0176909180243846,0.0199603064356986,0.0222981404648728,0.0226303204978627
0.0165259848808286,0.0177649246233021,0.0186339667426214,0.0217370013943033,0.0218062335478657
0.0157790341582799,0.017389126926076,0.0178529480996182,0.0208866516064602,0.0209466322004916
0.020849425790358,0.0194235309242377,0.0174852720545603,0.0209575823921525,0.0216938511838408
0.0199413098402259,0.0199960031884082,0.0180469807141094,0.0216323085105741,0.0231833169649355
0.0186819897109962,0.0191256132343101,0.0175313957890779,0.0237309687154989,0.0220967694758928
0.0192704838461445,0.01984652111189,0.0190930652463331,0.0247792435908715,0.0226727916488326
0.0206485926555975,0.0231740884777973,0.0198973102161015,0.0312932724628276,0.0246052388846752
0.0196242348303586,0.0218784639203793,0.029912046093704,0.0295453562385628,0.0249623250117302
0.0189540121745937,0.0208141301927117,0.0246861438552634,0.0287006063916124,0.0240016232860026
0.0177776375857746,0.0199791148879445,0.0215677122359965,0.0272227704434228,0.0236611957793341
0.0167412819661543,0.0189581805046235,0.0227896481445824,0.0281403322975909,0.0240642853210792
0.0159847653179642,0.018604677230833,0.0207097998306117,0.027241258029276,0.0229022369091686
0.015271000423391,0.0177655599395239,0.0205860796745395,0.026238859520136,0.0241702993417685
0.0169472019477005,0.0198590427686182,0.0205867486125846,0.0318171662984759,0.0235277990356381
